stock_number,esp,make,model,subtype,fueltype,age,age_bin,esp_cluster,builtyear,hp,mileage,geartype,body_type
AP07375,13950,Volkswagen,Golf VII,2.0 TDI,Diesel,10,10-11,10_15,2014,150,80819,Gear type manual,1023
LB01366,14332,Opel,Zafira Tourer,1.4 Turbo,Benzin,10,10-11,10_15,2014,140,56360,Gear type automatic,1038
ZY06661,12240,Volkswagen,Polo,1.0,Benzin,6,6-7,10_15,2017,75,70802,Gear type manual,8111
AS18118,20790,Volkswagen,Golf VII,2.0 TDI,Diesel,5,4-5,20_25,2019,150,91189,Gear type automatic,1025
FE58961,10970,Renault,Clio,0.9 Energy,Benzin,8,8-9,10_15,2016,90,54385,Gear type manual,1023
GW48104,19490,Ford,Focus,1.5 EcoBoost,Benzin,4,4-5,15_20,2020,150,45574,Gear type manual,1023
WX81299,20760,Renault,Captur,1.3 TCe,Benzin,5,4-5,20_25,2018,150,10674,Gear type automatic,1035
XF22917,13187,Skoda,Fabia,1.2 TSI,Benzin,7,6-7,10_15,2017,90,45360,Gear type manual,1025
JZ02182,23190,Peugeot,Rifter,1.2 e-THP,Benzin,3,2-3,20_25,2021,110,28383,Gear type manual,1038
MG29370,30100,Volkswagen,Golf VII,2.0 TSI,Benzin,5,4-5,30+,2019,245,27472,Gear type automatic,1025
MV64902,9550,Volkswagen,up!,1.0,Benzin,7,6-7,0_10,2016,60,46023,Gear type manual,8111
CN57856,30510,Mercedes-Benz,A-Klasse Limousine,A 220,Benzin,4,4-5,30+,2020,190,63385,Gear type automatic,1025
LA40416,26390,Ford,Kuga,2.0 EcoBlue,Diesel,4,4-5,25_30,2020,150,44187,Gear type manual,1035
PU38168,15490,Nissan,Qashqai,1.2,Benzin,7,6-7,15_20,2017,115,67148,Gear type manual,1035
FK43367,21820,Mercedes-Benz,CLA-Klasse,CLA 220 d Shooting Brake,Diesel,6,6-7,20_25,2018,170,97777,Gear type automatic,1023
FL53732,24290,Volkswagen,Touareg,3.0 V6 TDI,Diesel,7,6-7,20_25,2016,205,100485,Gear type automatic,1035
RW09420,13799,Renault,Megane,1.5 BLUE dCi,Diesel,5,4-5,10_15,2019,116,101086,Gear type manual,1023
ZL31045,25197,Mercedes-Benz,C-Klasse,C 220 d,Diesel,5,4-5,25_30,2018,194,69592,Gear type automatic,1023
BG30834,14390,MINI,MINI,Cooper D,Diesel,9,8-9,10_15,2015,115,105689,Gear type automatic,1025
BT47887,20310,Opel,Mokka X,1.2,Benzin,3,2-3,20_25,2021,101,26884,Gear type manual,1035
AE91176,15690,Hyundai,i10,1.0,Benzin,2,2-3,15_20,2022,67,4647,Gear type automatic,8111
KN89976,16499,Skoda,Octavia,2.0 TDI,Diesel,6,6-7,15_20,2018,150,111936,Gear type manual,1023
VR09672,34290,Mercedes-Benz,E-Klasse,E 220 d,Diesel,5,4-5,30+,2019,195,89626,Gear type automatic,1023
RV95673,11550,Fiat,500,1.2,Benzin,6,6-7,10_15,2018,70,28072,Gear type manual,8111
YM58616,14110,Volkswagen,Tiguan,1.4 TSI,Benzin,9,8-9,10_15,2015,125,87160,Gear type manual,1035
GA45656,25999,Mercedes-Benz,C-Klasse,C 200 d,Diesel,5,4-5,25_30,2019,160,77319,Gear type automatic,1025
WG00072,11490,Hyundai,i20,1.2,Benzin,5,4-5,10_15,2018,85,77034,Gear type manual,1025
NS18601,19390,MINI,MINI,Cooper D,Diesel,6,6-7,15_20,2018,116,39569,Gear type automatic,1023
FA67174,12550,Skoda,Fabia,1.2 TSI,Benzin,9,8-9,10_15,2014,105,37749,duplex,1025
UJ66976,14520,Ford,Fiesta,1.0 EcoBoost,Benzin,4,4-5,10_15,2019,95,31621,Gear type manual,1025
CL67321,39630,Hyundai,i30 Fastback,2.0 T-GDI,Benzin,1,0-1,30+,2022,280,9071,duplex,1025
PG47863,15400,Peugeot,208,1.2 PureTech,Benzin,7,6-7,15_20,2017,110,5751,Gear type automatic,8111
TX83550,9890,Renault,Clio,0.9 Energy,Benzin,8,8-9,0_10,2015,90,73026,Gear type manual,8111
KM99638,30120,Volkswagen,Taigo,1.5 TSI ACT,Benzin,2,2-3,30+,2022,150,6263,Gear type automatic,1035
WA62055,22990,Volkswagen,Golf VII,2.0 TFSI,Benzin,8,8-9,20_25,2016,230,78824,Gear type automatic,1025
BD35076,33590,MINI,MINI,John Cooper Works,Benzin,3,2-3,30+,2021,231,21026,Gear type automatic,1025
TU14651,19490,Volkswagen,Scirocco,2.0 TSI,Benzin,7,6-7,15_20,2016,180,65496,duplex,1008
VS18161,18730,Audi,A3,1.6 TDI,Diesel,6,6-7,15_20,2018,115,55232,Gear type manual,1025
GC89386,8790,Volkswagen,up!,1.0,Benzin,9,8-9,0_10,2015,60,69500,Gear type manual,1025
CM45842,17961,Seat,Arona,1.0 TSI,Benzin,4,4-5,15_20,2019,115,90573,Gear type automatic,1035
UW56489,23680,BMW,1er,120i,Benzin,6,6-7,20_25,2018,185,64223,Gear type automatic,1025
BD13382,12610,Opel,Corsa,1.4,Benzin,8,8-9,10_15,2016,90,34648,Gear type automatic,1025
WN65772,14890,Opel,Corsa,1.2,Benzin,4,4-5,10_15,2020,101,74464,Gear type automatic,1025
SV48478,19630,Jeep,Compass,2.0 M-Jet,Diesel,6,6-7,15_20,2017,140,96575,Gear type automatic,1035
FS22958,36280,BMW,X5,xDrive 30d,Diesel,9,8-9,30+,2015,258,100856,Gear type automatic,1035
GA09685,26160,Volkswagen,T-Roc,2.0 TDI,Diesel,5,4-5,25_30,2019,150,53989,Gear type automatic,1035
LB00719,12590,Smart,forfour,1.0,Benzin,6,6-7,10_15,2018,70,31492,Gear type automatic,8111
LM70624,12750,Volkswagen,Polo,1.2 TSI,Benzin,8,8-9,10_15,2016,90,65777,Gear type manual,8111
LH41508,14750,Volkswagen,Golf VII,1.6 TDI,Diesel,7,6-7,10_15,2017,115,98598,Gear type manual,1023
YM45760,10900,Volkswagen,Polo,1.2 TSI,Benzin,8,8-9,10_15,2016,90,72125,Gear type manual,8111
ML25095,13190,Smart,fortwo,1.0,Benzin,7,6-7,10_15,2017,70,51219,duplex,1007
FJ73872,20890,Volkswagen,Passat,1.4 TSI,Benzin,6,6-7,20_25,2018,150,78182,duplex,1023
DF86096,16100,Seat,Ibiza,1.0 TSI,Benzin,3,2-3,15_20,2021,95,16933,Gear type manual,8111
ZR31857,14410,Kia,Picanto,1.2,Benzin,7,6-7,10_15,2017,85,25723,Gear type automatic,8111
YR21374,12390,Ford,Focus,1.0 EcoBoost,Benzin,6,6-7,10_15,2017,125,91488,Gear type manual,1023
HY08938,24532,Mercedes-Benz,C-Klasse,C 200,Benzin,8,8-9,20_25,2016,185,71636,Gear type automatic,1023
PU26970,23290,BMW,X1,sDrive 18d,Diesel,7,6-7,20_25,2017,150,47046,Gear type automatic,1035
VX95663,15721,Dacia,Duster,1.2 TCe,Benzin,6,6-7,15_20,2018,125,20389,Gear type manual,1035
WY00941,9690,Hyundai,i10,1.2,Benzin,9,8-9,0_10,2015,87,49353,Gear type manual,1025
AJ42696,24820,Mercedes-Benz,A-Klasse Limousine,A 200 d,Diesel,4,4-5,20_25,2019,150,85238,Gear type automatic,1025
KR14188,8890,Renault,Twingo,1.0 SCe,Benzin,7,6-7,0_10,2017,70,32692,Gear type manual,1025
NT73028,16320,Fiat,500C,1.0 Mild-Hybrid,Benzin,3,2-3,15_20,2021,70,14148,Gear type manual,1007
VG79532,32853,Volkswagen,Tiguan,1.5 TSI ACT,Benzin,3,2-3,30+,2021,150,31803,Gear type automatic,1035
UZ27820,34753,Audi,Q5,2.0 TDI,Diesel,6,6-7,30+,2018,190,68219,Gear type automatic,1035
YL85860,30490,Mitsubishi,L 200,2.2 DI-D,Diesel,4,4-5,30+,2020,150,43301,Gear type manual,1027
LM20690,15780,Kia,Venga,1.6,Benzin,5,4-5,15_20,2019,125,15603,Gear type manual,1038
PN41664,17990,Mazda,6,2.2 Turbodiesel,Diesel,7,6-7,15_20,2016,175,81694,Gear type automatic,1023
CG85031,11650,Mitsubishi,Space Star,1.2,Benzin,3,2-3,10_15,2021,71,36499,Gear type manual,1025
PL89007,17690,Toyota,Yaris,1.5 Hybrid,Hybrid,4,4-5,15_20,2020,73,30631,Gear type automatic,8111
BK86192,16560,Ford,Fiesta,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,101,11462,Gear type manual,8111
HY22865,11254,Renault,Clio,0.9,Benzin,5,4-5,10_15,2019,90,76968,Gear type manual,1025
GG65844,11490,Renault,Captur,0.9 Energy,Benzin,9,8-9,10_15,2015,90,30607,Gear type manual,1035
SD09171,14960,Audi,A3,1.4 TFSI,Benzin,9,8-9,10_15,2015,125,54247,Gear type manual,1025
GD81235,13190,Opel,Adam,1.4,Benzin,5,4-5,10_15,2018,87,29961,Gear type manual,8111
XV39091,27190,Volkswagen,Sharan,1.4 TSI,Benzin,5,4-5,25_30,2019,150,65828,Gear type manual,1038
LT99307,35690,Volkswagen,T6 Kombi,2.0 TDI,Diesel,3,2-3,30+,2021,110,60022,Gear type manual,1023
CZ02498,15970,Dacia,Duster,1.2 TCe,Benzin,6,6-7,15_20,2018,125,15439,Gear type manual,1035
JC58431,16950,Ford,Fiesta,1.0 EcoBoost,Benzin,4,4-5,15_20,2020,100,59217,Gear type automatic,1025
BK41481,12760,Smart,fortwo,0.9 Turbo,Benzin,8,8-9,10_15,2016,90,72739,duplex,1008
FT22529,14990,Ford,Tourneo Connect,1.0 EcoBoost,Benzin,7,6-7,10_15,2017,100,83134,Gear type manual,1038
WS65398,12490,Mitsubishi,Space Star,1.2,Benzin,2,2-3,10_15,2022,71,5709,Gear type manual,8111
LW96422,13018,Renault,Clio,0.9 Energy,Benzin,6,6-7,10_15,2018,90,12670,Gear type manual,8111
TL96055,15650,Opel,Crossland X,1.2,Benzin,7,6-7,15_20,2017,130,56924,Gear type manual,1035
NV41007,19460,Ford,EcoSport,1.5 TDCi EcoBlue,Diesel,4,4-5,15_20,2020,120,36147,Gear type manual,1035
RV83048,22310,BMW,3er,318i,Benzin,7,6-7,20_25,2017,135,12461,Gear type automatic,1025
BY58627,8790,Hyundai,i30,1.4,Benzin,9,8-9,0_10,2014,100,101457,Gear type manual,1025
CK44536,14102,Opel,Mokka,1.6 CDTI DPF,Diesel,8,8-9,10_15,2016,135,92762,Gear type automatic,1035
ZW28173,21850,Audi,Q3,2.0 TDI,Diesel,7,6-7,20_25,2017,150,91654,Gear type automatic,1035
NE20385,34932,Cupra,Formentor,1.4 e-HYBRID,Hybrid,3,2-3,30+,2021,150,42617,Gear type automatic,1035
FR25633,30690,BMW,2er,220i,Benzin,2,2-3,30+,2022,184,1202,Gear type automatic,1008
XM06774,15272,MINI,MINI,One D,Diesel,6,6-7,15_20,2018,95,75545,Gear type manual,1025
MY00588,14170,Opel,Corsa,1.4,Benzin,7,6-7,10_15,2017,90,30188,Gear type automatic,8111
RG08433,24390,Toyota,Prius,1.8,Hybrid,6,6-7,20_25,2017,98,14651,Gear type automatic,1025
VW16629,10999,Opel,Adam,1.0,Benzin,10,10-11,10_15,2014,115,39916,Gear type manual,8111
FA04353,24740,Mercedes-Benz,A-Klasse,A 180,Benzin,4,4-5,20_25,2020,136,47519,Gear type manual,1025
RL43594,47520,Audi,A7,50 TDI,Diesel,6,6-7,30+,2018,286,88999,Gear type automatic,1025
ZF22605,24990,Mazda,CX-5,2.5,Benzin,6,6-7,20_25,2018,195,98726,Gear type automatic,1035
BW89071,25402,Audi,A4,1.4 TFSI,Benzin,6,6-7,25_30,2018,150,28932,Gear type automatic,1023
ME98638,12517,Opel,Karl,1.0,Benzin,5,4-5,10_15,2019,73,7279,Gear type manual,8111
RX21683,19706,Volkswagen,Touran,2.0 TDI,Diesel,8,8-9,15_20,2016,150,91966,Gear type manual,1038
YX17751,12190,Volkswagen,Golf VII,1.4 TSI,Benzin,9,8-9,10_15,2014,122,103941,Gear type manual,1025
ZZ76371,18830,Hyundai,i30,1.4 TGDI,Benzin,5,4-5,15_20,2019,140,69236,Gear type automatic,1023
JH25096,17790,Volkswagen,Scirocco,2.0 TSI,Benzin,9,8-9,15_20,2014,180,70801,Gear type automatic,1008
HZ94001,16619,Volkswagen,Caddy,1.2 TSI,Benzin,8,8-9,15_20,2016,85,75247,Gear type manual,1038
RS10771,16190,Volkswagen,Golf VII Sportsvan,1.0 TSI,Benzin,6,6-7,15_20,2018,110,55075,Gear type manual,1038
AL91959,11890,Hyundai,i10,1.0,Benzin,5,4-5,10_15,2019,67,4687,Gear type manual,8111
ZP57448,8650,Opel,Corsa,1.2,Benzin,5,4-5,0_10,2018,70,61076,Gear type manual,8111
CS31582,8579,Kia,Picanto,1.0,Benzin,9,8-9,0_10,2014,70,51652,Gear type manual,8111
CN29499,18493,Ford,Kuga,2.0 TDCi,Diesel,7,6-7,15_20,2016,180,92012,Gear type manual,1035
PJ99847,18930,Volkswagen,Passat,2.0 TDI,Diesel,8,8-9,15_20,2016,150,60832,Gear type automatic,1023
NH72719,28850,Nissan,Qashqai,1.3 DIG-T Mild-Hybrid,Benzin,3,2-3,25_30,2021,158,26822,Gear type automatic,1035
GC52757,35069,Renault,Megane,1.8 TCe,Benzin,4,4-5,30+,2020,300,27212,Gear type automatic,1025
DV31496,15890,Volkswagen,Golf VII,1.4 TSI,Benzin,8,8-9,15_20,2016,125,61424,Gear type manual,1023
WZ04286,24390,Volkswagen,Golf VII Sportsvan,1.5 TSI ACT,Benzin,4,4-5,20_25,2020,150,38613,Gear type automatic,1038
SP53953,19220,Toyota,C-HR,1.2 Turbo,Benzin,7,6-7,15_20,2017,115,37368,Gear type automatic,1035
FT32184,18150,Peugeot,308,1.6 THP,Benzin,7,6-7,15_20,2017,205,52158,Gear type manual,1023
FK00739,30590,Seat,Ateca,2.0 TSI,Benzin,4,4-5,30+,2020,190,27851,Gear type automatic,1035
GE52717,10430,Smart,fortwo,0.9 Turbo,Benzin,8,8-9,10_15,2016,90,65039,Gear type manual,8111
CP85254,12230,Renault,Twingo,1.0 SCe,Benzin,6,6-7,10_15,2018,70,30789,duplex,1025
UT16834,9590,Ford,Fiesta,1.0,Benzin,9,8-9,0_10,2015,80,33611,Gear type manual,1025
XY27320,12890,Seat,Ibiza,1.0 TSI,Benzin,6,6-7,10_15,2018,95,64829,Gear type manual,8111
ZF56950,28950,BMW,X1,sDrive 18i,Benzin,4,4-5,25_30,2020,140,15851,Gear type automatic,1035
BX56283,9650,Hyundai,i10,1.2,Benzin,7,6-7,0_10,2017,87,92392,Gear type manual,1025
ZD24846,14490,Ford,B-Max,1.6 Ti-VCT,Benzin,7,6-7,10_15,2017,105,30909,Gear type automatic,1038
JR90525,12300,Ford,Ka+,1.2 Ti-VCT,Benzin,5,4-5,10_15,2019,86,25699,Gear type manual,8111
TY18697,41590,BMW,1er,M135i,Benzin,2,2-3,30+,2022,306,3323,Gear type automatic,1025
FZ96594,14222,Volkswagen,Polo,1.6 TDI,Diesel,6,6-7,10_15,2018,95,37969,Gear type manual,8111
PG29049,9600,Skoda,Citigo,1.0 MPI,Benzin,7,6-7,0_10,2016,60,52850,Gear type manual,8111
KY47471,13727,Dacia,Sandero,0.9 TCe,Benzin,4,4-5,10_15,2019,90,11848,Gear type manual,1025
LL13626,18990,Audi,A1,35 TFSI,Benzin,5,4-5,15_20,2019,95,29183,Gear type manual,8111
HX03889,18999,Mazda,CX-5,2.0,Benzin,6,6-7,15_20,2017,165,102886,Gear type manual,1035
KY50517,12850,Kia,Venga,1.6,Benzin,7,6-7,10_15,2017,125,106346,Gear type automatic,1038
PR57982,20710,Ford,Focus,2.0 EcoBlue,Diesel,5,4-5,20_25,2018,150,30605,Gear type automatic,1025
VK19454,22560,BMW,2er,220i,Benzin,7,6-7,20_25,2016,185,31362,Gear type manual,1008
FC63855,28790,Audi,Q2,40 TFSI,Benzin,5,4-5,25_30,2019,190,56655,Gear type automatic,1035
JC33887,21799,Volkswagen,Polo,2.0 TSI,Benzin,5,4-5,20_25,2018,200,44412,duplex,1025
GJ15157,11990,Toyota,Auris,1.3,Benzin,9,8-9,10_15,2015,100,32741,Gear type manual,1025
PX67103,8855,Hyundai,i10,1.2,Benzin,8,8-9,0_10,2016,87,61013,Gear type manual,1025
PS24209,12590,Dacia,Sandero,0.9 TCe,Benzin,8,8-9,10_15,2016,90,13782,Semi-automatic,1025
AB52715,12980,Skoda,Rapid,1.2 TSI,Benzin,9,8-9,10_15,2015,90,16570,Gear type manual,1025
FW28138,33890,Mercedes-Benz,C-Klasse,C 450,Benzin,8,8-9,30+,2016,367,61679,Gear type automatic,1023
WJ91187,25300,Ford,Focus,1.0 EcoBoost Mild-Hybrid,Benzin,3,2-3,25_30,2021,155,18586,Gear type manual,1025
NW04749,21690,Citroen,Berlingo,1.5 Blue-HDi,Diesel,4,4-5,20_25,2020,102,48220,Gear type manual,1038
CL27381,18799,Volkswagen,Golf VII,1.5 TSI,Benzin,5,4-5,15_20,2019,150,71295,Gear type manual,1023
FU32116,17948,Opel,Mokka X,1.4 SIDI Turbo,Benzin,7,6-7,15_20,2017,152,32225,Gear type automatic,1035
LH93218,10583,Seat,Ibiza,1.0 TSI,Benzin,8,8-9,10_15,2015,110,97527,Gear type manual,1025
NS33106,27825,Lexus,UX-Serie,UX 250h,Hybrid,3,2-3,25_30,2021,152,56719,Gear type automatic,1035
UT94804,31290,Cupra,Ateca,2.0 TSI,Benzin,4,4-5,30+,2020,300,66183,Gear type automatic,1035
JC73569,9060,Peugeot,208,1.2 e-VTi,Benzin,8,8-9,0_10,2015,82,72665,Gear type manual,8111
WF61093,14390,Suzuki,SX4,1.4 BoosterJet,Benzin,7,6-7,10_15,2016,140,114452,Gear type manual,1035
AZ65782,14230,Volkswagen,Scirocco,1.4 TSI,Benzin,8,8-9,10_15,2016,125,96709,Gear type manual,1008
ET80019,16980,Ford,Kuga,1.5 EcoBoost,Benzin,6,6-7,15_20,2018,150,65957,Gear type manual,1035
EN49154,23990,Ford,Focus,1.5 EcoBoost,Benzin,5,4-5,20_25,2019,150,28218,Gear type automatic,1023
EB25780,15460,Skoda,Fabia,1.0 TSI,Benzin,4,4-5,15_20,2020,95,23923,Gear type manual,1023
YC87538,26790,Volkswagen,Touran,1.5 TSI,Benzin,4,4-5,25_30,2020,150,54673,Gear type automatic,1038
RJ07203,22090,Audi,A4,2.0 TDI,Diesel,8,8-9,20_25,2016,190,86928,duplex,1025
EC52038,15350,Volkswagen,Golf VII,1.0 TSI,Benzin,6,6-7,15_20,2018,110,24820,Gear type automatic,1025
DN91873,9207,Seat,Ibiza,1.0,Benzin,9,8-9,0_10,2015,75,76626,Gear type manual,1023
LN83273,19950,Peugeot,2008,1.2 PureTech,Benzin,4,4-5,15_20,2020,131,33973,Gear type manual,1035
UA23390,18006,BMW,2er,218d Active Tourer,Diesel,9,8-9,15_20,2015,150,16708,Gear type automatic,1038
JF56111,14490,Ford,Kuga,1.5 EcoBoost,Benzin,7,6-7,10_15,2017,150,89816,Gear type manual,1035
GK09721,11690,Opel,Adam,1.4,Benzin,5,4-5,10_15,2018,87,56646,Gear type manual,1025
BS71019,14990,Opel,Mokka X,1.6 CDTI DPF,Diesel,6,6-7,10_15,2018,135,79812,Gear type manual,1035
AP21374,19490,Seat,Leon,1.4 TSI,Benzin,7,6-7,15_20,2017,150,44924,duplex,1023
JF41423,24790,Audi,A4,2.0 TFSI,Benzin,8,8-9,20_25,2016,252,64049,duplex,1023
WK03425,12490,Renault,Twingo,0.9 Energy,Benzin,8,8-9,10_15,2016,90,39985,Gear type automatic,8111
JL28520,24181,Skoda,Kamiq,1.5 TSI ACT,Benzin,3,2-3,20_25,2021,150,39488,Gear type manual,1035
XY69885,18490,Ford,Focus,1.0 EcoBoost,Benzin,5,4-5,15_20,2019,125,84194,Gear type automatic,1023
MA57360,28522,Volvo,XC 40,2.0 T4,Benzin,6,6-7,25_30,2018,190,61039,Gear type automatic,1035
WU02291,25790,Mercedes-Benz,CLA-Klasse,CLA 180 d Shooting Brake,Diesel,2,2-3,25_30,2022,116,44216,Gear type manual,1023
NW58492,12990,Renault,Kadjar,1.2 TCe Energy,Benzin,8,8-9,10_15,2016,130,105566,Gear type manual,1035
JA73062,28690,Volkswagen,Golf VIII,1.5 eTSI ACT,Benzin,3,2-3,25_30,2021,150,27565,Gear type automatic,1025
HB47661,26034,Mercedes-Benz,C-Klasse,C 220 d,Diesel,6,6-7,25_30,2018,170,75923,Gear type automatic,1025
SG10639,23154,BMW,3er,320i,Benzin,7,6-7,20_25,2016,185,48949,Gear type automatic,1023
YK35632,23940,Mercedes-Benz,C-Klasse,C 200,Benzin,7,6-7,20_25,2017,185,43984,Gear type automatic,1025
JN31180,17490,Mercedes-Benz,Citan,111 CDI,Diesel,5,4-5,15_20,2019,116,79124,Gear type manual,1023
VP46634,18018,Seat,Ibiza,1.0 TSI,Benzin,4,4-5,15_20,2020,115,9178,Gear type automatic,8111
WF90556,40610,Ford,Tourneo Custom,2.0 TDCi,Diesel,5,4-5,30+,2019,185,32802,Gear type automatic,1038
MH12420,11615,Nissan,Micra,0.9,Benzin,6,6-7,10_15,2017,90,82827,Gear type manual,8111
FM08709,9988,Skoda,Rapid,1.2 TSI,Benzin,8,8-9,0_10,2016,90,104997,Gear type manual,1025
UX40112,8990,Volkswagen,up!,1.0,Benzin,8,8-9,0_10,2016,60,42627,Gear type manual,8111
WD98546,10675,Nissan,Micra,1.0,Benzin,6,6-7,10_15,2017,73,47208,Gear type manual,8111
NU89332,10994,Fiat,500,1.2,Benzin,7,6-7,10_15,2017,70,41047,Gear type manual,8111
EB18732,12990,Renault,Kadjar,1.6 dCi Energy,Diesel,8,8-9,10_15,2016,130,115527,Gear type manual,1035
DL61166,18720,Volkswagen,Golf VII,1.5 TSI,Benzin,5,4-5,15_20,2019,150,59028,Gear type manual,1025
VT87789,19140,Audi,A1,35 TFSI,Benzin,5,4-5,15_20,2019,95,26143,Gear type manual,8111
AX60470,26390,Mazda,CX-5,2.2 Turbodiesel,Diesel,6,6-7,25_30,2018,184,44514,Gear type automatic,1035
NL34122,24319,Citroen,Berlingo,1.5 Blue-HDi,Diesel,4,4-5,20_25,2020,131,69451,Gear type automatic,1038
EZ06372,16768,Fiat,Tipo,1.6 M-Jet,Diesel,3,2-3,15_20,2021,131,80783,Gear type manual,1023
WC40127,17350,Jeep,Renegade,1.4 M-Air,Benzin,7,6-7,15_20,2017,140,75220,Gear type automatic,1035
WX72214,9494,Peugeot,208,1.2 e-VTi,Benzin,8,8-9,0_10,2016,82,15474,Gear type manual,8111
JH35233,31655,Subaru,Forester,2.0,Benzin,3,2-3,30+,2020,150,37208,Gear type automatic,1035
FE67770,22080,Mazda,CX-3,2.0,Benzin,6,6-7,20_25,2018,150,33097,Gear type automatic,1035
DM40262,15735,Skoda,Octavia,1.8 TSI,Benzin,7,6-7,15_20,2017,180,104687,Gear type automatic,1023
TY65702,37490,Mercedes-Benz,GLA-Klasse,GLA 250,Benzin,4,4-5,30+,2020,224,28056,Gear type automatic,1035
AT45360,16214,Jeep,Renegade,1.4 M-Air,Benzin,8,8-9,15_20,2016,140,53782,Gear type manual,1035
DJ62391,24247,Skoda,Kodiaq,1.4 TSI,Benzin,7,6-7,20_25,2017,150,66635,Gear type automatic,1035
ES07137,8990,Opel,Corsa,1.0,Benzin,9,8-9,0_10,2015,90,83368,Gear type manual,8111
EZ70179,12490,Volkswagen,Golf VII,1.2 TSI,Benzin,8,8-9,10_15,2016,110,107015,Gear type manual,1025
FE65174,9900,Volkswagen,up!,1.0,Benzin,8,8-9,0_10,2016,75,85824,Gear type manual,8111
JU26727,14742,Hyundai,ix20,1.6,Benzin,7,6-7,10_15,2017,125,39095,Gear type automatic,1038
SH93701,39650,Audi,Q3 Sportback,45 TFSIe,Hybrid,2,2-3,30+,2022,245,14497,Gear type automatic,1035
SA18542,10850,Volkswagen,Polo,1.0,Benzin,9,8-9,10_15,2014,75,41753,Gear type manual,8111
SM61696,18422,Hyundai,Tucson,1.6 TGDI,Benzin,7,6-7,15_20,2017,177,60415,Gear type manual,1035
ZP91981,19721,BMW,2er,218d Gran Tourer,Diesel,8,8-9,15_20,2016,150,96489,Gear type automatic,1038
BT89302,16690,BMW,3er,320i,Benzin,10,10-11,15_20,2014,185,91228,Gear type manual,1025
PR65307,19290,Toyota,C-HR,1.8 Hybrid,Hybrid,7,6-7,15_20,2017,97,63380,Gear type automatic,1035
ZS73470,13890,Citroen,C3,1.5 Blue-HDi,Diesel,5,4-5,10_15,2019,102,47316,Gear type manual,1025
JB58101,15990,Mercedes-Benz,A-Klasse,A 160,Benzin,8,8-9,15_20,2015,102,104561,duplex,1025
BM50740,22575,Audi,TT,2.0 TFSI,Benzin,10,10-11,20_25,2014,210,82142,Gear type automatic,1007
RD37564,22956,Volkswagen,T-Cross,1.0 TSI,Benzin,1,0-1,20_25,2023,95,687,Gear type manual,1035
XB98546,12930,Renault,Captur,1.2 TCe,Benzin,10,10-11,10_15,2014,120,26832,duplex,1035
ME46100,9178,Seat,Mii,1.0,Benzin,8,8-9,0_10,2016,75,64787,Gear type manual,1025
TK81156,18390,Audi,Q3,1.4 TFSI,Benzin,9,8-9,15_20,2015,150,102448,Gear type automatic,1035
GD34805,15810,Skoda,Octavia,1.6 TDI,Diesel,5,4-5,15_20,2019,116,92849,Gear type manual,1023
WR44718,19350,Suzuki,Vitara,1.0 BoosterJet,Benzin,5,4-5,15_20,2019,111,66183,Gear type automatic,1035
TC12710,25533,BMW,3er,318d,Diesel,4,4-5,25_30,2020,150,67759,Gear type automatic,1023
NB76325,27874,Volkswagen,Tiguan,1.5 TSI,Benzin,5,4-5,25_30,2019,150,9748,Gear type manual,1035
AU35242,23790,Mercedes-Benz,C-Klasse,C 180 CGI,Benzin,6,6-7,20_25,2018,155,92032,Gear type automatic,1025
NW20323,13090,Skoda,Yeti,1.4 TSI,Benzin,8,8-9,10_15,2015,125,103916,Gear type manual,1035
FL57364,14190,Mitsubishi,ASX,1.6,Benzin,9,8-9,10_15,2015,117,17105,Gear type manual,1035
HA65490,19199,Audi,Q5,2.0 TDI clean diesel,Diesel,8,8-9,15_20,2016,150,111785,Gear type manual,1035
NJ65041,20160,Audi,A4,2.0 TDI,Diesel,8,8-9,20_25,2016,190,102624,duplex,1023
XZ44333,22140,Volkswagen,Passat Alltrack,2.0 TDI,Diesel,8,8-9,20_25,2016,240,110809,duplex,1023
KB72912,27380,Volkswagen,Golf VII,2.0 TSI,Benzin,6,6-7,25_30,2018,310,98430,Gear type automatic,1023
RB53041,21150,Kia,Sorento,2.2 CRDi,Diesel,9,8-9,20_25,2015,200,111495,Gear type automatic,1035
MJ71387,23470,Jeep,Compass,1.4 M-Air,Benzin,5,4-5,20_25,2018,170,64705,Gear type automatic,1035
PX62449,15100,Opel,Mokka X,1.6 CDTI DPF,Diesel,7,6-7,15_20,2016,135,96481,Gear type automatic,1035
TP21058,10060,Peugeot,208,1.2 e-VTi,Benzin,7,6-7,10_15,2017,82,64712,Gear type manual,8111
UD70585,21250,Mercedes-Benz,GLA-Klasse,GLA 250,Benzin,8,8-9,20_25,2016,210,92481,duplex,1035
NP38556,13619,Opel,Corsa,1.4,Benzin,5,4-5,10_15,2018,90,44487,Gear type automatic,8111
NB95416,13225,Volkswagen,Golf VII,1.6 TDI,Diesel,8,8-9,10_15,2016,110,118396,Gear type manual,1025
MM58746,29100,Mercedes-Benz,GLA-Klasse,GLA 250,Benzin,5,4-5,25_30,2019,210,38724,Gear type automatic,1035
JW23916,15760,Nissan,Qashqai,1.3 DIG-T,Benzin,5,4-5,15_20,2019,159,101912,Gear type manual,1035
HL98128,16450,BMW,2er,216i Active Tourer,Benzin,7,6-7,15_20,2017,102,37172,Gear type manual,1038
